N_Bootstrap_erfolgreich,N_Bootstrap_fehlgeschlagen,Geschätztes Minimum H1 (Original),Geschätztes Minimum H2 (Original),Differenz H1-H2 (Original),Differenz Bootstrap-Mittelwert,Bootstrap SE,95%-CI untere Grenze,95%-CI obere Grenze,"p-Wert (zweiseitig, Anteils-basiert)",BCa z0,BCa a (Beschleunigung),BCa-CI untere Grenze,BCa-CI obere Grenze,Jackknife-Gruppen (BCa)
1000,0,47.42286690822285,37.227536594793385,10.195330313429466,10.613675528815344,4.349112059477404,4.611097610446799,20.263112064093747,0.0,0.07778384164691524,-0.010348140092510904,5.000039138378946,21.21721564292253,50
